country,year,IncomeGroup,TempChange,GM_PM25,sro_year,ssro_year,Urban,CHERate,OutPocketRate,CPI,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,J01A,J01B,J01C,J01D,J01E,J01F,J01G,J01M,SE.PRM.NENR,SE.SEC.NENR,AnimalmgKg,AnimalmgKg_adj,Aminoglycosides,Amphenicols,Cephalosporins,Lincosamides,Macrolides,Fluoroquinolones,Other quinolones,Penicillins,Pleuromutilins,Polypeptides,Sulfonamides,Tetracyclines,Others
227,2012,H,1.448,6.6,0.473840916,1.299356473,81.119,15.97576641,12.33069256,73,1.535461789,8.234592926,98.41353722,92.4,29.0109589,6.294,0,6.454,2.843,2.107,4.477,0.12,2.596,92.79303,89.29903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,2012,H,0.619,6.9,NA,NA,94.919,NA,NA,NA,2.490111048,6.421603927,98.93638137,NA,20.2,1.943,0.257,5.542,2.768,0.951,4.473,0.22,3.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2012,H,0.836,10,1.265664968,0.917750593,94.739,8.284517233,18.46465183,72,1.284688207,6.498999364,97.87624223,96,15.58630137,0.256,0,6.61,2.102,0.561,2.676,0.072,1.515,99.24681,74.70228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2012,LM,0.716,30.2,0.173800824,0.089039357,51.05,5.599268864,56.24570895,17,1.834557251,6.277609214,86.18855212,99,11.8,0.698,0.378,2.763,2.8,0.098,2.084,0.424,2.477,91.43744,88.29952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2012,LM,0.402,7.8,1.599606877,3.873594641,24.661,3.937444857,8.010564148,NA,1.324458023,5.506505032,67.41965947,78.8,8.1,0.427,0.022,2.038,2.196,0.818,1.605,0.065,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,2012,UM,0.513,18.8,4.337206868,6.839207883,88.123,NA,29.07177616,19,1.523893209,6.025715384,77.12474008,75.16666667,18.62465753,0.786,0,6.435,2.203,0.718,5.236,0.162,3.078,92.49758,74.79369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,2012,LM,0.736,26.6,3.344048679,4.710591156,31.752,5.001783048,40.77892269,31,2.454679935,6.835563752,72.25699879,94.66666667,20.01643836,0.981,0.079,4.489,6.886,0.509,2.116,0.181,1.767,98.05641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,2012,NA,0.701,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2012,LM,NA,62.1,0.097856785,0.024925097,32.958,5.195935031,71.61329739,23,1.696079604,6.107888025,50.18547892,61.5,14.6,0.809,0.023,6.46,3.567,0.332,1.811,0.061,1.39,84.69055,42.33233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2012,LM,0.972,24,1.234760828,1.448614733,40.354,3.930531953,17.42673208,37,1.297417989,5.933993164,47.99041413,80,8.6,1.413,0.045,3.724,0.535,1.349,0.759,0.037,0.693,89.20566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2012,L,0.334,17.5,0.279791772,0.045626464,32.834,6.918414057,34.96851607,20,1.53517549,6.253822439,46.9999978,96.4,7.3,1.217,0.005,2.863,0.565,1.208,0.752,0.037,0.63,94.17241,47.8753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2012,H,0.583,35.4,5.249272177,11.27481293,69,1.263576202,48.65616236,20,1.628939043,NA,62.24425122,59.75,9.2,1.484,0.081,4.253,0.458,1.37,0.7,0.034,0.695,46.47964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2012,NA,0.359,4.4,NA,NA,41.225,NA,NA,NA,1.539888153,NA,96.96115857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2012,NA,0.924,14.2,NA,NA,100,NA,NA,NA,3.50731604,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2012,H,1.625,1.3,NA,NA,85.2,NA,NA,NA,-0.858835471,NA,100,NA,18.9,4.579,0,4.865,2.203,1.534,3.482,0.09,1.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2012,H,0.667,4.2,0.502171701,4.865671053,93.6,8.174472709,18.56773497,82,0.505036245,5.883661435,98.84059677,90.8,19.666985,4.78,0.001,9.6,0.69,0.97,1.66,0.024,1.01,98.15848,87.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,2012,H,1.611,12.9,5.135605333,6.009941544,14.367,NA,NA,NA,2.35823237,4.7951846,99.23425596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.08547,92.11856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,2012,H,1.396,17.5,1.046650404,0.317960835,100,NA,5.535064374,NA,4.233475726,5.465382851,100,95.4,18.9,2.15,0.001,8.225,2.492,0.601,3.257,0.07,1.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,2012,NA,NA,5.6,0,0,100,7.938021288,0.781911857,NA,2.717836867,NA,86.95789408,85.5,7.6,0.402,0.021,1.921,2.069,0.771,1.512,0.061,0.803,80.18363,72.50608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2012,H,1.687,16,0.103749603,0.105986945,96.171,8.303067447,11.09925123,NA,2.742096402,6.271609301,98.0385,87.6,20,2.273,0.001,8.698,2.635,0.636,3.444,0.074,1.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2012,H,0.826,18.8,1.495214862,5.171681161,100,3.285436409,37.65390453,87,3.876489092,7.16124818,100,96.6,17.28767123,2.364,0,5.324,1.209,0.278,3.443,0.032,1.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2012,UM,0.78,29.6,0.018612342,0.002206013,49.175,4.775951539,68.28610493,17,1.065054624,NA,93.87272163,98.16666667,13.3,0.785,0.425,3.11,3.151,0.11,2.346,0.478,2.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2012,NA,0.674,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2012,NA,0.211,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2012,NA,0.101,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2012,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2012,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,2012,NA,NA,19.6,0.439410082,0.202338713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2012,H,1.265,11.3,2.14212415,0.852713149,88.631,NA,13.56320345,NA,2.179240002,6.897627091,95.01494349,96.6,18.6,2.112,0.001,8.079,2.448,0.591,3.199,0.068,1.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2012,H,0.58,10.2,NA,NA,42.957,NA,NA,NA,2.753804277,6.170555059,98.4304366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2012,H,1.385,61,0,0,88.762,4.106512262,26.80383253,51,3.201623737,6.906442794,97.65143455,99,17.7,0.979,0.028,7.816,4.316,0.402,2.191,0.074,1.681,91.19673,84.05848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2012,H,0.912,9.1,5.138656792,9.108253092,75.656,1.850948327,8.851928757,55,1.887393073,NA,94.95816771,95.33333333,19.7,1.275,0.005,4.374,5.553,0.253,4.957,0.26,2.78,92.69992,93.3478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2012,NA,3.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,2012,NA,0.696,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,2012,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2012,NA,0.614,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2012,NA,1.344,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2012,NA,-0.21,NA,0.00129096,0.005951062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2012,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,2012,NA,1.992,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2012,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2012,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,L,1.281,40.7,0.732581609,0.195247845,24.373,8.635980054,72.04786407,8,1.684477565,NA,48.79107248,59.83333333,12,0.636,0.014,5.408,2.909,0.247,1.479,0.047,1.094,NA,46.1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,UM,1.333,18.2,3.488211192,3.868398162,55.387,6.289892918,57.82563542,31,2.023911806,6.512684396,78.94969743,99,16,1.475,0.003,6.416,2.919,0.547,2.943,0.138,1.496,91.90565,84.39599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2013,UM,1.192,31.9,0.020301165,0.006805682,69.576,6.035755801,27.56197766,36,1.202896401,6.436639632,83.42504917,95.33333333,37.56712329,1.716,0.004,19.024,3.346,0.827,2.83,0.124,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2013,UM,1.257,4.2,NA,NA,87.348,NA,NA,NA,2.423204901,4.318063319,77.10699617,NA,9.9,0.581,0.032,2.696,3.002,0.247,2.088,0.088,1.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2013,UM,1.044,23.9,0.650022602,2.1508853,62.002,2.732826947,21.34927752,23,1.321659941,5.812913357,49.63802109,57.2,6.4,0.923,0.062,3.171,0.341,0.76,0.541,0.048,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2013,NA,0.77,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,H,0.783,7.7,0,0,25.35,5.509247954,26.76339267,NA,2.303475872,5.890421019,98.37247836,95.8,19.7,1.146,0.217,5.425,3.266,0.842,4.23,0.234,3.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2013,UM,0.442,17.2,0.495077672,0.44193929,91.249,9.738212572,26.81741808,34,1.18811705,6.813580989,84.20171025,92.33333333,17.42739726,0.598,0.001,8.064,1.332,0.307,2.75,0.047,2.128,99.11341,87.09754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2013,LM,1.407,24.1,1.48154698,1.173302065,63.164,10.32345108,82.8755749,36,2.008217894,6.035029282,79.6509992,96.5,13.9,0.707,0.419,3.372,3.383,0.111,2.63,0.596,2.622,95.00256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2013,H,1.499,5.5,0.187570369,0.16330355,85.502,9.110690028,19.52692378,81,0.478649238,6.811709027,98.70061139,91.8,29.03561644,4.458,0,9.124,4.065,1.169,3.697,0.136,0.668,97.38938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2013,H,1.098,14.5,1.683051599,4.001349652,57.336,10.31977933,19.17125081,69,2.011827568,7.394679276,99.7118005,91.8,20.48493151,1.212,0,10.419,3.178,0.482,3.787,0.029,1.625,88.38265,86.22208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2013,UM,1.574,23.9,0.711966241,0.639184704,54.145,2.974286729,64.20560313,28,2.056613246,6.399500661,83.92579883,96,10.1,0.513,0.304,2.446,2.455,0.081,1.908,0.432,1.902,93.50729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,H,0.565,6.6,0.033170025,0,82.596,5.68159582,27.94756637,71,1.585759258,6.788945727,97.5671682,90.4,18,1.05,0.199,4.971,2.992,0.771,3.876,0.215,3.554,74.72864,68.50649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2013,L,0.23,61.5,3.054857108,7.27020465,32.762,2.295744373,69.62185579,27,3.073094802,5.017033339,58.131188,93.33333333,10.96986301,1.285,0.001,2.059,3.41,0.361,4.193,0.034,2.448,NA,54.27441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2013,H,0.778,10,0,0,31.429,7.495211242,40.98610389,75,2.808799602,6.033021445,95.36462576,89.8,18.6,1.083,0.205,5.129,3.088,0.796,3.999,0.222,3.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2013,UM,1.212,17.5,0.123344263,1.212781901,76.199,5.549898598,33.79233665,29,1.667820524,6.795323764,92.84340427,86,18.6,2.773,0.314,5.288,3.457,0.129,3.523,0.261,2.797,93.23412,97.40129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2013,H,0.463,14.8,0.139285171,2.299193315,97.789,10.56925055,19.5299769,75,2.566485246,6.885587356,96.46970042,95.4,24.21296,2.055,0.016,13.555,2.016,0.311,4.082,0.043,2.881,97.70043,93.63938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2013,UM,0.785,18.7,1.714641609,2.64375944,45.282,4.394723316,24.93612225,NA,1.179300879,6.009450896,91.70584086,95.83333333,7.9,0.46,0.087,2.18,1.312,0.338,1.7,0.094,1.559,95.743,69.13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,L,0.853,37.4,1.100933764,0.79945014,44.642,2.858612391,42.3120931,36,1.961050098,5.401400541,26.84888584,78,7.2,1.031,0.069,3.544,0.381,0.85,0.605,0.053,0.569,NA,43.42783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,H,NA,5.1,NA,NA,100,NA,NA,NA,3.080526278,5.760422483,99.9517353,NA,19.5,1.136,0.215,5.38,3.238,0.835,4.195,0.233,3.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2013,LM,0.742,21.5,13.61657647,8.181122492,37.149,3.568712622,20.31390262,63,1.281542684,5.064457989,71.4514722,95.16666667,16.7,1.796,0.051,2.857,4.111,0.884,3.012,0.331,3.528,88.33726,58.16924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2013,LM,0.507,25.5,1.855932802,2.984512441,67.699,5.574650534,34.00916567,34,0.996390941,5.902002891,62.92249768,88.6,17.5,1.247,0.115,5.535,2.593,1.534,3.424,0.376,2.521,86.31707,75.20722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2013,UM,1.319,26.7,1.749464136,2.478718057,46.519,9.436253943,29.06751826,42,1.849145662,5.723455672,85.95103382,90.16666667,19.72328767,1.194,0.004,10.237,3.649,1.306,2.091,0.249,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2013,UM,0.77,18.7,0.125658655,0.002911951,65.572,6.635660677,3.784344523,64,0.592443945,NA,82.53200949,94,8.4,1.326,0.005,3.173,0.55,1.503,0.997,0.049,0.765,88.02718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2013,UM,0.922,17.1,2.442392061,4.661489482,85.209,7.97660149,28.17706839,42,1.382643122,6.764400323,80.27418805,92.83333333,16.37260274,0.757,0.016,5.459,1.572,0.772,4.094,0.065,2.971,93.76937,82.04583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2013,NA,0.782,6,NA,NA,45.856,NA,NA,NA,2.281139465,5.563481085,98.90745435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.10986,79.1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2013,UM,1.476,21.7,0.527454018,0.337009935,73.313,7.123620365,41.86244405,41,1.825572659,6.963410016,89.06644232,95.16666667,18.635156,1.836,0.04,6.29,4.134,0.931,3.988,0.275,2.712,93.90701,90.03958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2013,L,0.849,35.4,0.204858562,0.01507871,26.346,5.563316115,33.53733098,38,1.809294044,5.338456494,27.6352257,88.6,7.5,1.076,0.072,3.698,0.398,0.886,0.631,0.055,0.594,66.59063,21.66185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2013,L,NA,40.2,4.56214644,5.776254137,11.482,8.537349765,21.08439432,21,2.596852923,5.369215857,52.11263509,88.66666667,4.5,0.668,0.027,1.991,0.26,0.641,0.44,0.03,0.376,NA,21.40103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2013,LM,1.331,17,0.009129365,0,63.317,4.824691206,24.25014642,58,2.127040456,5.701567985,75.56592309,92.16666667,10.8,1.558,0.105,5.354,0.576,1.284,0.914,0.08,0.86,93.09431,70.65632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2013,L,1.005,20.9,2.270320226,4.148651411,21.415,7.103867938,61.22215355,20,1.929288162,6.624282096,47.49621915,78.33333333,6.6,0.588,0.061,2.286,1.619,0.254,0.841,0.032,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2013,LM,0.707,43.8,2.752943924,4.816760649,53.373,3.631110253,69.7242974,25,1.660518949,5.893761762,66.66760098,86.2,7.2,1.028,0.069,3.534,0.38,0.847,0.603,0.053,0.568,NA,41.01904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2013,H,1.182,4.3,0.425630272,1.556150146,81.178,10.4204185,14.48261791,81,0.592517279,7.400831449,95.8039448,89.8,19.79452055,2.766,0,5.099,2.88,0.896,4.545,0.066,2.172,99.43231,91.46145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2013,H,0.899,9.8,NA,NA,100,NA,NA,NA,2.384801279,6.23578087,93.09513236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2013,L,0.865,34.7,0.565432353,1.235630396,39.663,4.766607036,45.23834374,25,0.886986758,4.921686475,29.58312179,26.2,4.7,0.676,0.046,2.324,0.25,0.557,0.397,0.035,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2013,L,1.013,50.1,0.124163677,0.042047243,22.248,4.079159619,58.63795247,19,1.021030486,4.986771734,20.92519817,48.2,5.2,0.754,0.051,2.591,0.279,0.621,0.442,0.039,0.416,78.09266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2013,H,0.434,16.8,2.843003912,6.853426485,87.246,7.475527416,33.63830748,71,1.371984622,6.649042634,96.68295461,89.5,10.88219178,0.762,0.009,4.381,0.627,0.219,2.625,0.043,1.659,93.65419,87.8075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2013,UM,1.072,32,1.092686826,1.190438696,53.013,4.697478052,38.15951582,40,2.161989479,8.110852228,78.65758922,99,7.890410959,0.279,0.003,1.662,2.403,0.137,1.824,0.079,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2013,UM,0.834,18.7,7.734253452,13.01814802,79.061,6.947334539,17.15289877,36,1.619871077,6.414137362,72.68399964,87,7.471232877,0.693,0.013,2.594,0.785,0.458,1.714,0.095,1.087,90.20282,76.31163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2013,L,0.415,11.8,1.935425327,0.031228766,28.223,5.102996832,68.00801962,28,2.574974908,4.340444107,57.69084317,86,7.2,1.071,0.043,3.193,0.417,1.027,0.705,0.048,0.603,84.62552,44.41592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2013,LM,0.811,40.2,0.812379404,1.97339136,64.627,1.943471305,30.65258707,22,1.15038249,5.537819095,53.72570284,85.4,7.3,1.041,0.07,3.578,0.385,0.858,0.611,0.054,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2013,NA,0.455,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,1.127,0.061,5.226,5.818,0.479,4.047,0.171,2.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2013,UM,NA,17.2,8.595682979,10.22130791,74.97,7.682293366,23.22566557,53,1.972393854,6.421768401,80.52758084,93.5,6.8,0.493,0.006,2.067,0.943,0.689,1.373,0.069,1.068,97.84257,76.95778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2013,LM,0.965,20.3,0.808140331,1.273983032,48.593,3.758428545,56.15932361,27,1.849161804,5.579783597,39.57087362,75.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,66.9161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2013,H,1.232,18.5,1.273684706,2.754537345,55.706,6.415706537,8.831276861,48,1.881061135,7.684351565,91.25500001,96.33333333,19.193033,1.529,0.005,9.875,4.171,0.726,4.161,0.11,1.825,88.65935,93.30197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
